STATE,CONSTITUENCY, Assets , Liabilities ,NAME,WINNER,PARTY,SYMBOL,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,"GENERAL
VOTES","POSTAL
VOTES","TOTAL
VOTES","OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS,
Tamil Nadu,KANCHEEPURAM,19631546,6500000,Maragatham K,0,AIADMK,Two Leaves,FEMALE,0,36,SC,Post Graduate,396432,940,397372,24.17116385,32.09380386,1643992,
Tamil Nadu,KANCHEEPURAM,15014, -   ,Sivaranjani.D,0,NTK,Ganna Kisan,FEMALE,0,26,SC,Post Graduate,62607,164,62771,3.818205928,5.069708389,1643992,
Tamil Nadu,KANCHEEPURAM,250000, -   ,Munusamy A,0,IND,Gift Pack,MALE,0,51,SC,Post Graduate,55157,56,55213,3.358471331,4.459285487,1643992,
Odisha,KANDHAMAL,1244722, -   ,ACHYUTANANDA SAMANTA,1,BJD,Conch,MALE,0,55,GENERAL,Doctorate,461154,525,461679,35.82611786,49.00837649,1288666,
Odisha,KANDHAMAL,9415000,1050000,Mahameghabahan Aira Kharabela Swain,0,BJP,Lotus,MALE,0,66,GENERAL,Post Graduate,310883,1580,312463,24.24701203,33.1687262,1288666,
Odisha,KANDHAMAL,5330945, -   ,Manoj Kumar Acharya,0,INC,Hand,MALE,0,37,GENERAL,Graduate,138647,346,138993,10.78580486,14.75445336,1288666,
Himachal Pradesh,KANGRA,85841247,3605161,Kishan Kapoor,1,BJP,Lotus,MALE,2,67,ST,12th Pass,712133,13085,725218,50.8091286,71.83534148,1427338,
Himachal Pradesh,KANGRA,79478472,6642582,Pawan Kajal,0,INC,Hand,MALE,0,45,GENERAL,10th Pass,245474,2121,247595,17.34662708,24.52513778,1427338,
Chhattisgarh,KANKER,28675553,679000,MOHAN MANDAVI,1,BJP,Lotus,MALE,0,61,ST,Post Graduate,543376,2857,546233,35.03847456,47.07918945,1558952,
Chhattisgarh,KANKER,6666614, -   ,BIRESH THAKUR,0,INC,Hand,MALE,0,52,ST,Post Graduate,537999,1320,539319,34.59497149,46.4832798,1558952,
Uttar Pradesh,KANNAUJ,54287991,28993930,SUBRAT PATHAK,1,BJP,Lotus,MALE,11,39,GENERAL,Graduate,561286,1801,563087,30.03412587,49.35095553,1874824,
Uttar Pradesh,KANNAUJ,377859166,2853000,DIMPLE YADAV,0,SP,Bicycle,FEMALE,0,41,GENERAL,Graduate,549200,1534,550734,29.37523736,48.2682945,1874824,
Tamil Nadu,KANNIYAKUMARI,4174930444,1547511439,Vasanthakumar. H,1,INC,Hand,MALE,0,68,GENERAL,Post Graduate,624627,2608,627235,41.78084929,59.76928362,1501250,
Tamil Nadu,KANNIYAKUMARI,74996453, -   ,RADHAKRISHNAN. P,0,BJP,Lotus,MALE,0,67,GENERAL,Graduate Professional,364598,2704,367302,24.46641132,35.00024299,1501250,
Kerala,KANNUR,29699206,7468633,K. SUDHAKARAN,1,INC,Hand,MALE,3,70,GENERAL,Post Graduate,527685,2056,529741,41.82551024,50.22450903,1266550,
Kerala,KANNUR,24590760, -   ,P. K. SREEMATHI TEACHER,0,CPI(M),"Hammer, Sickle and Star",FEMALE,10,69,GENERAL,12th Pass,432282,2900,435182,34.35963839,41.25941222,1266550,
Kerala,KANNUR,3290900, -   ,C. K. PADMANABHAN,0,BJP,Lotus,MALE,0,70,GENERAL,10th Pass,67620,889,68509,5.40910347,6.495307875,1266550,
Uttar Pradesh,KANPUR,132382819,31052190,Satyadev Pachauri,1,BJP,Lotus,MALE,0,71,GENERAL,Post Graduate,466442,2495,468937,28.71658799,55.59953001,1632983,
Uttar Pradesh,KANPUR,78641628, -   ,Sriprakash Jaiswal,0,INC,Hand,MALE,0,74,GENERAL,12th Pass,311409,1594,313003,19.16756023,37.11121044,1632983,
Uttar Pradesh,KANPUR,198048000,610000,Ram Kumar,0,SP,Bicycle,MALE,1,61,GENERAL,Post Graduate,47703,572,48275,2.95624633,5.723726878,1632983,
West Bengal,KANTHI,33979650, -   ,Adhikari Sisir,1,AITC,Flowers and Grass,MALE,3,77,GENERAL,12th Pass,711233,639,711872,42.88005821,49.95712178,1660147,
West Bengal,KANTHI,19292281,6000000,Dr. Debasis Samanta,0,BJP,Lotus,MALE,0,46,GENERAL,Post Graduate,598616,1588,600204,36.15366591,42.12058393,1660147,
West Bengal,KANTHI,888311, -   ,Paritosh Pattanayak,0,CPI(M),"Hammer, Sickle and Star",MALE,3,38,GENERAL,Post Graduate,76002,183,76185,4.589051451,5.346443354,1660147,
Bihar,KARAKAT,43442051,3000000,MAHABALI SINGH,1,JD(U),Arrow,MALE,3,64,GENERAL,8th Pass,396282,2126,398408,22.49299084,45.81793258,1771254,
Bihar,KARAKAT,31034113,1358960,UPENDRA KUSHWAHA,0,BLSP,Ceiling Fan,MALE,5,56,GENERAL,Post Graduate,312269,1597,313866,17.71998821,36.09538771,1771254,
Rajasthan,KARAULI-DHOLPUR,64867148,22121569,MANOJ RAJORIA,1,BJP,Lotus,MALE,0,49,SC,Post Graduate,523801,2642,526443,29.07602782,52.69014042,1810574,
Rajasthan,KARAULI-DHOLPUR,5376898, -   ,SANJAY KUMAR,0,INC,Hand,MALE,0,31,SC,Graduate Professional,427847,914,428761,23.68094317,42.91343469,1810574,
Assam,KARIMGANJ,1871040, -   ,KRIPANATH MALLAH,1,BJP,Lotus,MALE,0,46,SC,Graduate,471946,1100,473046,35.29738325,44.57819744,1340173,
Assam,KARIMGANJ,12170204, -   ,RADHESHYAM BISWAS,0,AIUDF,Lock and Key,MALE,0,66,SC,12th Pass,434519,138,434657,32.43290232,40.9605526,1340173,
Assam,KARIMGANJ,9106386,4782191,SWARUP DAS,0,INC,Hand,MALE,1,37,SC,Graduate,120293,159,120452,8.987794859,11.35097441,1340173,
Telangana,KARIMNAGAR,2270000,1341800,BANDI SANJAY KUMAR,1,BJP,Lotus,MALE,6,47,GENERAL,Post Graduate,497462,814,498276,30.17033162,43.39623463,1651543,
Telangana,KARIMNAGAR,121487098,3045917,BOIANAPALLI VINOD KUMAR,0,TRS,Car,MALE,0,59,GENERAL,Graduate Professional,408560,208,408768,24.75067255,35.60073541,1651543,
Telangana,KARIMNAGAR,9478606, -   ,Ponnam Prabhaker,0,INC,Hand,MALE,3,52,GENERAL,Post Graduate,179140,118,179258,10.8539711,15.61207489,1651543,
Haryana,KARNAL,2256739,500000,Sanjay Bhatia,1,BJP,Lotus,MALE,0,51,GENERAL,Graduate,909432,2162,911594,47.87298346,70.04319717,1904193,
Haryana,KARNAL,113355363,1011148,Kuldip Sharma,0,INC,Hand,MALE,0,62,GENERAL,Graduate Professional,255163,289,255452,13.4152368,19.62789883,1904193,
Haryana,KARNAL,3462000, -   ,Pankaj,0,BSP,Elephant,MALE,0,31,GENERAL,10th Pass,67091,92,67183,3.528161274,5.162070084,1904193,
Tamil Nadu,KARUR,6046055,379000,Jothimani S,1,INC,Hand,FEMALE,0,43,GENERAL,Post Graduate,691518,4179,695697,50.14805887,63.03630243,1387286,
Tamil Nadu,KARUR,255283854,83215997,Thambidurai M,0,AIADMK,Two Leaves,MALE,2,73,GENERAL,Doctorate,274455,696,275151,19.83376175,24.93111462,1387286,
Tamil Nadu,KARUR,54164676,8906407,Karuppaiya R,0,NTK,Ganna Kisan,MALE,0,53,GENERAL,Post Graduate,38399,144,38543,2.778302383,3.492336757,1387286,
Tamil Nadu,KARUR,334500, -   ,Thangavel P S N,0,IND,Gift Pack,MALE,0,52,GENERAL,Graduate Professional,31099,40,31139,2.244598446,2.82146886,1387286,
Kerala,KASARAGOD,21570257,862257,Rajmohan Unnithan,1,INC,Hand,MALE,1,65,GENERAL,Graduate,473983,978,474961,34.82279607,43.17438703,1363937,
Kerala,KASARAGOD,6481669,1015342,K. P. Sathishchandran,0,CPI(M),"Hammer, Sickle and Star",MALE,4,61,GENERAL,Graduate,432347,2176,434523,31.85799637,39.49853604,1363937,
Kerala,KASARAGOD,6843278,1901899,Ravisha Thanthri Kuntar,0,BJP,Lotus,MALE,1,52,GENERAL,10th Pass,175340,709,176049,12.90741435,16.00301427,1363937,
Bihar,KATIHAR,13302734,3130766,DULAL CHANDRA GOSWAMI,1,JD(U),Arrow,MALE,1,51,GENERAL,Graduate,558984,439,559423,33.83566607,50.02490412,1653353,
Bihar,KATIHAR,119291973,582950,TARIQ ANWAR,0,INC,Hand,MALE,1,68,GENERAL,Graduate,502044,176,502220,30.37584835,44.90967898,1653353,
Uttar Pradesh,KAUSHAMBI,59336113,20730086,VINOD KUMAR SONKAR,1,BJP,Lotus,MALE,4,49,SC,Graduate,381517,1492,383009,21.43163302,39.28148368,1787120,
Uttar Pradesh,KAUSHAMBI,110999555,20623099,INDRAJEET SAROJ,0,SP,Bicycle,MALE,2,57,SC,Graduate,343274,1013,344287,19.26490667,35.3101472,1787120,
Uttar Pradesh,KAUSHAMBI,38557366,3268327,SHAILENDRA KUMAR PASI,0,JDL,Football Player,MALE,3,61,SC,Graduate,156269,137,156406,8.751846546,16.04103229,1787120,
Odisha,KENDRAPARA,22309172,4133506,Anubhav Mohanty,1,BJD,Conch,MALE,0,37,GENERAL,Graduate,629349,830,630179,36.83284276,50.88457489,1710916,
Odisha,KENDRAPARA,574415842,600000,BAIJAYANT PANDA,0,BJP,Lotus,MALE,5,55,GENERAL,Graduate Professional,474294,2304,476598,27.85630621,38.48348901,1710916,
Odisha,KENDRAPARA,40821148,3135045,DHARANIDHAR NAYAK,0,INC,Hand,MALE,0,65,GENERAL,Post Graduate,113896,193,114089,6.66829932,9.212255985,1710916,
Odisha,KEONJHAR,340580, -   ,Chandrani Murmu,0,BJD,Conch,FEMALE,0,25,ST,Graduate Professional,525886,473,526359,34.70450086,44.74019511,1516688,
Odisha,KEONJHAR,5512006,533728,Ananta Nayak,0,BJP,Lotus,MALE,1,49,ST,12th Pass,458064,2092,460156,30.33952929,39.11298034,1516688,
Odisha,KEONJHAR,7233000,744762,Mohan Kumar Hembram,0,INC,Hand,MALE,0,43,ST,Post Graduate,128542,174,128716,8.486649858,10.94078177,1516688,
Punjab,KHADOOR SAHIB,81393500,4655000,JASBIR SINGH GILL (DIMPA),1,INC,Hand,MALE,0,48,GENERAL,Others,457990,1720,459710,28.05090424,43.85918046,1638842,
Punjab,KHADOOR SAHIB,139193710,5098845,BIBI JAGIR KAUR,0,SAD,Scales,FEMALE,1,65,GENERAL,Graduate Professional,317690,1447,319137,19.47332324,30.44764585,1638842,
Punjab,KHADOOR SAHIB,11310000, -   ,PARAMJIT KAUR KHALRA,0,PUNEKP,Key,FEMALE,0,65,GENERAL,Post Graduate,213550,939,214489,13.08783885,20.46357869,1638842,
Bihar,KHAGARIA,109788313, -   ,Choudhary Mehboob Ali Kaiser,1,LJP,Bungalow,MALE,1,52,GENERAL,Graduate,509138,1055,510193,30.43286604,52.73797796,1676454,
Bihar,KHAGARIA,119699803,16547563,Mukesh Sahani,0,VSIP,Boat with Man and Sail,MALE,4,40,GENERAL,8th Pass,261409,214,261623,15.60573687,27.04362468,1676454,
Bihar,KHAGARIA,603000, -   ,Priadarshi Dinkar,0,IND,Auto- Rickshaw,MALE,0,31,GENERAL,Graduate,51847,0,51847,3.092658671,5.359356054,1676454,
Madhya Pradesh,KHAJURAHO,10589334,2507176,V.D. SHARMA (VISHNU DATT SHARMA),1,BJP,Lotus,MALE,0,49,GENERAL,Post Graduate,810410,725,811135,44.03328819,64.46194756,1842095,
Madhya Pradesh,KHAJURAHO,73695721,2160104,MAHARANI KAVITA SINGH NATIRAJA,0,INC,Hand,FEMALE,0,39,GENERAL,Graduate,318526,227,318753,17.30383069,25.33171318,1842095,
Madhya Pradesh,KHAJURAHO,39687180,4212532,VEER SINGH PATEL,0,SP,Bicycle,MALE,8,39,GENERAL,12th Pass,40029,48,40077,2.175620693,3.184971025,1842095,
Telangana,KHAMMAM,1074671341,80721594,NAMA NAGESWR RAO,1,TRS,Car,MALE,5,62,GENERAL,12th Pass,566621,838,567459,37.48550841,49.7837431,1513809,
Telangana,KHAMMAM,1131285724,116191184,RENUKA CHOWDHURY,0,INC,Hand,FEMALE,1,64,GENERAL,Post Graduate,399008,389,399397,26.38357943,35.03949649,1513809,
Telangana,KHAMMAM,9611087,3185000,Boda Venkat,0,CPI(M),"Hammer, Sickle and Star",MALE,0,54,SC,Graduate,57065,37,57102,3.772074284,5.009615317,1513809,
Madhya Pradesh,KHANDWA,19076515,4819099,NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA),1,BJP,Lotus,MALE,0,66,GENERAL,Post Graduate,837969,940,838909,43.94367894,57.14031751,1909055,
Madhya Pradesh,KHANDWA,389536712,196853975,ARUN SUBHASH CHANDRA YADAV,0,INC,Hand,MALE,0,45,GENERAL,Graduate,564761,805,565566,29.62544295,38.52220064,1909055,
Madhya Pradesh,KHARGONE,67303990,1885020,GAJENDRA UMRAO SINGH PATEL,1,BJP,Lotus,MALE,0,43,ST,Graduate Professional,772221,1329,773550,42.16944644,54.1700922,1834385,
Madhya Pradesh,KHARGONE,19556340, -   ,DR. GOVIND SUBHAN MUJALDA,0,INC,Hand,MALE,0,55,ST,Post Graduate,570106,934,571040,31.12977919,39.98873951,1834385,
Gujarat,KHEDA,13023202,995240,Chauhan Devusinh,1,BJP,Lotus,MALE,0,54,GENERAL,Others,711757,2815,714572,39.6098065,64.89189255,1804028,
Gujarat,KHEDA,86398716,25512343,Bimal Shah,0,INC,Hand,MALE,0,58,GENERAL,Graduate,345804,1623,347427,19.25840397,31.55062828,1804028,
Uttar Pradesh,KHERI,45295455, -   ,Ajay Kumar,1,BJP,Lotus,MALE,1,60,GENERAL,Graduate Professional,609285,304,609589,34.42646096,53.62456148,1770699,
Uttar Pradesh,KHERI,1579411, -   ,Dr. Purvi Verma,0,SP,Bicycle,FEMALE,0,29,GENERAL,Post Graduate,390665,117,390782,22.06936357,34.37646247,1770699,
Uttar Pradesh,KHERI,8936547,1061456,Zafar Ali Naqvi,0,INC,Hand,MALE,0,71,GENERAL,Graduate Professional,92127,28,92155,5.204441862,8.106726767,1770699,
Jharkhand,KHUNTI,91507865,27106434,ARJUN MUNDA,1,BJP,Lotus,MALE,0,50,ST,12th Pass,381566,1072,382638,31.81586877,45.9440897,1202664,
Jharkhand,KHUNTI,5111665, -   ,KALI CHARAN MUNDA,0,INC,Hand,MALE,0,57,ST,12th Pass,380468,725,381193,31.69571884,45.77058573,1202664,
Bihar,KISHANGANJ,90973803,5383958,Dr. Mohammad Jawed,1,INC,Hand,MALE,1,54,GENERAL,Graduate Professional,366820,197,367017,22.11410712,33.31502756,1659651,
Bihar,KISHANGANJ,19854930,3598799,Syed Mahmood Ashraf,0,JD(U),Arrow,MALE,4,54,GENERAL,12th Pass,332325,226,332551,20.03740545,30.18646474,1659651,
Bihar,KISHANGANJ,7262890,1908918,Akhtarul Iman,0,AIMIM,Kite,MALE,4,55,GENERAL,Post Graduate,294859,170,295029,17.77656869,26.78050135,1659651,
Jharkhand,KODARMA,97636939,3189066,ANNPURNA DEVI,1,BJP,Lotus,FEMALE,0,50,GENERAL,Post Graduate,751996,1020,753016,41.50849583,62.25016761,1814125,
Jharkhand,KODARMA,10951372, -   ,BABU LAL MARANDI,0,JVM,Comb,MALE,10,61,ST,Graduate,297232,184,297416,16.39446014,24.58672306,1814125,
Jharkhand,KODARMA,14941593,3514000,RAJ KUMAR YADAV,0,CPI(ML)(L),Flag with Three Stars,MALE,4,46,GENERAL,10th Pass,68184,23,68207,3.759773996,5.638521867,1814125,
Assam,KOKRAJHAR,13013994,175069,Naba Kumar Sarania,1,IND,Battery Torch,MALE,5,50,ST,12th Pass,482556,2004,484560,27.27828512,32.74620475,1776358,
Assam,KOKRAJHAR,44714985, -   ,Pramila Rani Brahma,0,BOPF,Nangol,FEMALE,0,69,ST,Graduate,443410,3364,446774,25.15112382,30.19265495,1776358,
Assam,KOKRAJHAR,15108266, -   ,Urkhao Gwra Brahma,0,UPPL,Tractor Chalata Kisan,MALE,0,56,ST,Graduate,309736,2699,312435,17.58851538,21.11412515,1776358,
Assam,KOKRAJHAR,5327404,200000,Sabda Ram Rabha,0,INC,Hand,MALE,0,50,ST,Graduate Professional,146251,867,147118,8.282001714,9.942125124,1776358,
Karnataka,KOLAR,174557500,19865690,S. MUNISWAMY,1,BJP,Lotus,MALE,2,44,SC,12th Pass,707930,1235,709165,43.50809621,56.32348047,1629961,
Karnataka,KOLAR,329443821,143795090,K.H. MUNIYAPPA,0,INC,Hand,MALE,1,71,SC,Graduate Professional,498259,885,499144,30.62306399,39.64313994,1629961,
Maharashtra,KOLHAPUR,95171892,10580414,Sanjay Sadashivrao Mandlik,1,SHS,Bow and Arrow,MALE,0,54,GENERAL,Post Graduate,745675,3410,749085,39.8344373,56.21634156,1880496,
Maharashtra,KOLHAPUR,663140000,135455000,Dhananjay Mahadik,0,NCP,Clock,MALE,4,47,GENERAL,Graduate,476820,1697,478517,25.44631842,35.91111171,1880496,
Maharashtra,KOLHAPUR,964227, -   ,Dr. Aruna Mohan Mali,0,VBA,Cup & Saucer,FEMALE,1,37,GENERAL,Doctorate,63251,188,63439,3.373524857,4.760886271,1880496,
West Bengal,KOLKATA DAKSHIN,10308401, -   ,Mala Roy,1,AITC,Flowers and Grass,FEMALE,3,61,GENERAL,Graduate,572188,931,573119,33.15028305,47.47994327,1728851,
West Bengal,KOLKATA DAKSHIN,13591332,831824,Chandra Kumar Bose,0,BJP,Lotus,MALE,1,58,GENERAL,Post Graduate,417086,841,417927,24.1736853,34.62308918,1728851,
West Bengal,KOLKATA DAKSHIN,12530997,3862405,Nandini Mukherjee,0,CPI(M),"Hammer, Sickle and Star",FEMALE,0,53,GENERAL,Graduate Professional,139770,505,140275,8.11377036,11.62105783,1728851,
West Bengal,KOLKATA DAKSHIN,447511958,187853701,Mita Chakraborty,0,INC,Hand,FEMALE,0,44,GENERAL,Graduate Professional,42536,82,42618,2.465105437,3.530680752,1728851,
West Bengal,KOLKATA UTTAR,61176355, -   ,BANDYOPADHYAY SUDIP,1,AITC,Flowers and Grass,MALE,2,70,GENERAL,Graduate Professional,474490,401,474891,32.88532092,49.95492506,1444082,
West Bengal,KOLKATA UTTAR,24520871,2057496,RAHUL (BISWAJIT) SINHA,0,BJP,Lotus,MALE,7,55,GENERAL,Graduate,347307,489,347796,24.0842279,36.5854967,1444082,
West Bengal,KOLKATA UTTAR,7477775,1200000,KANINIKA BOSE (GHOSH),0,CPI(M),"Hammer, Sickle and Star",FEMALE,1,50,GENERAL,Post Graduate,70848,232,71080,4.92215816,7.477075946,1444082,
Kerala,KOLLAM,17500650,3270587,N.K.Premachandran,1,RSP,Spade & Stoker,MALE,5,58,GENERAL,Graduate Professional,497264,2413,499677,38.53391634,51.56534921,1296720,
Kerala,KOLLAM,9463866,2800000,K.N.Balagopal,0,CPI(M),"Hammer, Sickle and Star",MALE,1,55,GENERAL,Post Graduate,347492,3329,350821,27.05449133,36.20380241,1296720,
Kerala,KOLLAM,26550000,6400000,Adv.K.V.Sabu,0,BJP,Lotus,MALE,0,57,GENERAL,Post Graduate,102319,1020,103339,7.969260904,10.66431239,1296720,
Karnataka,KOPPAL,28725791,22475333,KARADI SANGANNA AMARAPPA,1,BJP,Lotus,MALE,1,64,GENERAL,10th Pass,584997,1786,586783,33.78737635,49.28352876,1736693,
Karnataka,KOPPAL,84922164,38412374,K.RAJASHEKAR BASAVARAJ HITNAL,0,INC,Hand,MALE,0,38,GENERAL,12th Pass,547573,813,548386,31.57645018,46.0585893,1736693,
Odisha,KORAPUT,37587560,1217963,SAPTAGIRI SANKAR ULAKA,1,INC,Hand,MALE,0,40,ST,Graduate Professional,370434,695,371129,25.87375487,34.34252301,1434384,
Odisha,KORAPUT,40617427, -   ,KAUSALYA HIKAKA,0,BJD,Conch,FEMALE,0,33,ST,12th Pass,366812,704,367516,25.62186974,34.00819307,1434384,
Odisha,KORAPUT,41944825,4200000,JAYARAM PANGI,0,BJP,Lotus,MALE,0,63,ST,10th Pass,206153,2245,208398,14.52874544,19.28416564,1434384,
Odisha,KORAPUT,316000, -   ,BHASKAR MUTUKA,0,BSP,Elephant,MALE,0,61,ST,Graduate Professional,35668,96,35764,2.493335118,3.309431473,1434384,
Chhattisgarh,KORBA,150639697, -   ,JYOTSNA CHARANDAS MAHANT,1,INC,Hand,FEMALE,0,65,GENERAL,Post Graduate,522671,639,523310,34.68293524,46.00838914,1508840,
Chhattisgarh,KORBA,17097616,295672,JYOTI NAND DUBEY,0,BJP,Lotus,MALE,0,52,GENERAL,10th Pass,495960,1101,497061,32.94325442,43.70062853,1508840,
Rajasthan,KOTA,48347737, -   ,OM BIRLA,1,BJP,Lotus,MALE,1,56,GENERAL,Post Graduate,796071,3980,800051,41.07016904,58.48633846,1948010,
Rajasthan,KOTA,80157459,13137155,RAMNARAIN MEENA,0,INC,Hand,MALE,0,75,ST,Graduate Professional,517559,2815,520374,26.71310722,38.04103725,1948010,
Kerala,KOTTAYAM,26027478,495778,Thomas Chazhikadan,1,KEC(M),Two Leaves,MALE,0,66,GENERAL,Graduate Professional,420294,752,421046,34.89240887,46.23586721,1206698,
Kerala,KOTTAYAM,7361071,637399,V.N. Vasavan,0,CPI(M),"Hammer, Sickle and Star",MALE,0,64,GENERAL,10th Pass,313492,1295,314787,26.08664305,34.56736302,1206698,
Kerala,KOTTAYAM,27643705,4036712,Adv. P.C Thomas,0,KEC,Television,MALE,3,68,GENERAL,Graduate Professional,154658,477,155135,12.85615788,17.0356713,1206698,
Kerala,KOZHIKODE,12502009,3174805,M.K.RAGHAVAN,1,INC,Hand,MALE,1,66,GENERAL,Graduate,491835,1609,493444,37.43816501,45.82154776,1318024,
Kerala,KOZHIKODE,11915342,2079872,A.PRADEEP KUMAR,0,CPI(M),"Hammer, Sickle and Star",MALE,1,55,GENERAL,12th Pass,406075,2144,408219,30.97204603,37.9074959,1318024,
Kerala,KOZHIKODE,3524377,343064,Adv.PRAKASH BABU,0,BJP,Lotus,MALE,22,39,GENERAL,Post Graduate,160352,864,161216,12.23164373,14.97062817,1318024,
Tamil Nadu,KRISHNAGIRI,121087979,66817959,Dr.A.CHELLAKUMAR,1,INC,Hand,MALE,5,58,GENERAL,Post Graduate,609396,1902,611298,39.94357046,52.59504437,1530404,
Tamil Nadu,KRISHNAGIRI,115619769, -   ,K.P.MUNUSAMY,0,AIADMK,Two Leaves,MALE,0,67,GENERAL,Graduate Professional,453388,1145,454533,29.70019681,39.10724933,1530404,
West Bengal,KRISHNANAGAR,26495250,671138,MAHUA MOITRA,1,AITC,Flowers and Grass,FEMALE,0,44,GENERAL,Graduate,613652,1220,614872,37.68295359,44.992796,1631698,
West Bengal,KRISHNANAGAR,22072625,1603339,KALYAN CHAUBEY,0,BJP,Lotus,MALE,0,40,GENERAL,10th Pass,548248,3406,551654,33.80858468,40.36686641,1631698,
West Bengal,KRISHNANAGAR,14839130,290686,JHA SHANTANU,0,CPI(M),"Hammer, Sickle and Star",MALE,1,57,GENERAL,Doctorate,120016,206,120222,7.367907542,8.7971544,1631698,
West Bengal,KRISHNANAGAR,10054478, -   ,INTAJ ALI SHAH,0,INC,Hand,MALE,0,70,GENERAL,Post Graduate,38116,189,38305,2.347554511,2.802939556,1631698,
Andhra Pradesh,KURNOOL,325914387,62070621,AYUSHMAN DOCTOR SANJEEV KUMAR,1,YSRCP,Ceiling Fan,MALE,0,52,GENERAL,Post Graduate,603098,2364,605462,38.49068886,50.85044412,1573009,
Andhra Pradesh,KURNOOL,174762674,1450000,KOTLA JAYA SURYA PRAKASH REDDY,0,TDP,Bicycle,MALE,0,67,GENERAL,Graduate,453071,3324,456395,29.01413787,38.33087534,1573009,
Andhra Pradesh,KURNOOL,158831414, -   ,AHMED ALI KHAN,0,INC,Hand,MALE,0,42,GENERAL,12th Pass,36411,89,36500,2.32039359,3.065495787,1573009,
Haryana,KURUKSHETRA,35785621,5720000,NAYAB SINGH,1,BJP,Lotus,MALE,0,49,GENERAL,Graduate Professional,686588,2041,688629,41.55038058,55.93312026,1657335,
Haryana,KURUKSHETRA,126385687,704496,NIRMAL SINGH,0,INC,Hand,MALE,1,66,GENERAL,Graduate,303722,316,304038,18.34499362,24.69514647,1657335,
Haryana,KURUKSHETRA,54861000, -   ,SHASHI,0,BSP,Elephant,FEMALE,0,59,GENERAL,Graduate Professional,75533,92,75625,4.563048509,6.142556034,1657335,
Haryana,KURUKSHETRA,63059996,1748226,ARJUN SINGH CHAUTALA,0,INLD,Spectacles,MALE,0,26,GENERAL,12th Pass,60574,105,60679,3.661239279,4.928583902,1657335,
Uttar Pradesh,KUSHI NAGAR,21860780,316847,VIJAY KUMAR DUBEY,1,BJP,Lotus,MALE,2,50,GENERAL,12th Pass,595508,1531,597039,33.8925523,56.68222715,1761564,
Uttar Pradesh,KUSHI NAGAR,37474062,4000000,N.P. KUSHWAHA ALIAS NATHUNI PRASAD KUSHWAHA,0,SP,Bicycle,MALE,0,65,GENERAL,Post Graduate,257776,1703,259479,14.73003535,24.63465137,1761564,
Uttar Pradesh,KUSHI NAGAR,295474005, -   ,KUNWER RATANJIT PRATAP NARAYAN SINGH,0,INC,Hand,MALE,0,55,GENERAL,Graduate,145495,656,146151,8.296661376,13.87541548,1761564,
Jammu & Kashmir,LADAKH,981904, -   ,Jamyang Tsering Namgyal,1,BJP,Lotus,MALE,1,33,ST,Graduate,41315,1599,42914,23.94326906,33.69768355,179232,
Jammu & Kashmir,LADAKH,2729608, -   ,Sajjad Hussain,0,IND,Battery torch,MALE,0,37,ST,Post Graduate,31552,432,31984,17.84502767,25.1150373,179232,
Jammu & Kashmir,LADAKH,2729608, -   ,Asgar Ali Karbalai,0,IND,Cup & Saucer,MALE,0,54,ST,10th Pass,29069,296,29365,16.38379307,23.0585002,179232,
Jammu & Kashmir,LADAKH,58318908,8765000,Rigzin Spalbar,0,INC,Hand,MALE,0,61,ST,Graduate,20447,794,21241,11.85112034,16.67923047,179232,
Assam,LAKHIMPUR,14307978,5839285,PRADAN BARUAH,1,BJP,Lotus,MALE,0,53,ST,12th Pass,774017,2389,776406,45.45667978,60.47011176,1708013,
Assam,LAKHIMPUR,51185000, -   ,ANIL BORGOHAIN,0,INC,Hand,MALE,0,51,GENERAL,10th Pass,425002,853,425855,24.93277276,33.16756883,1708013,
Lakshadweep,LAKSHADWEEP,938641, -   ,MOHAMMED FAIZAL PP,1,NCP,Clock,MALE,2,43,ST,Post Graduate,22796,55,22851,41.40499012,48.59226811,55189,
Lakshadweep,LAKSHADWEEP,95047817,445771,HAMDULLAH SAYEED,0,INC,Hand,MALE,0,36,ST,Graduate Professional,21980,48,22028,39.91375093,46.84217242,55189,
Lakshadweep,LAKSHADWEEP,49783111,2887460,DR. MOHAMMED SADIQUE KP,0,JD(U),Arrow,MALE,0,64,ST,Post Graduate,1339,3,1342,2.431643987,2.853740484,55189,
Uttar Pradesh,LALGANJ,88451770, -   ,Sangeeta Azad,1,BSP,Elephant,FEMALE,0,44,SC,Graduate Professional,517545,1275,518820,29.61335175,53.98391782,1751980,
Uttar Pradesh,LALGANJ,46688371,4550000,Neelam Sonker,0,BJP,Lotus,FEMALE,1,43,SC,Post Graduate,356328,895,357223,20.3896734,37.16953293,1751980,
Maharashtra,LATUR,286478302,100250602,Sudhakar Tukaram Shrangare,1,BJP,Lotus,MALE,0,57,SC,10th Pass,657590,3905,661495,35.06175208,56.14983248,1886657,
Maharashtra,LATUR,125045318,19268169,Kamant Machhindra Gunwantrao,0,INC,Hand,MALE,0,59,SC,Post Graduate,370835,1549,372384,19.73776897,31.60915686,1886657,
